34.2869869,-85.1899091
34.2869761,-85.18986977
34.2870449,-85.1896636
34.2870137,-85.1896585
34.2869708,-85.1896716
34.286908,-85.1893736
34.2868998,-85.1893281
34.2868877,-85.1892835
34.2868953,-85.1892358
34.286892,-85.1891728
34.28694582,-85.18909002
34.2868974,-85.1891096
34.2868976,-85.1890546
34.2868934,-85.188998
34.2868876,-85.1889478
34.2868775,-85.1888972
34.2868609,-85.1888448
34.2868568,-85.1887795
34.2868498,-85.1887083
34.2868572,-85.1886471
34.2868605,-85.1886007
34.2869742,-85.1885006
34.2870261,-85.1884707
34.2868395,-85.188562
34.2871219,-85.1884293
34.2870752,-85.1884496
34.2871709,-85.1884063
34.2872169,-85.1883768
34.2872668,-85.1883561
34.2873128,-85.1883306
34.2873608,-85.1883057
34.28765413,-85.18821212
34.2876398,-85.1881742
34.28767736,-85.18817896
34.28767736,-85.18817896
34.2878183,-85.1881669
34.2878812,-85.1881678
34.2879629,-85.1881554
34.2880493,-85.1881529
34.2881228,-85.188155
34.2882858,-85.1881491
34.2883432,-85.1881505
34.28840688,-85.18814834
34.2885509,-85.1882032
34.2885158,-85.18817463
34.28847213,-85.18812298
34.2885442,-85.1881352
34.2885975,-85.1882533
34.2886529,-85.1883211
34.28871182,-85.1883838
34.28874867,-85.1884561
34.2887672,-85.1884491
34.2887987,-85.188489
34.2888816,-85.1885732
34.28891824,-85.18863446
34.28895946,-85.18867552
34.2891443,-85.1886971
34.2891503,-85.1886275
34.2891492,-85.1885536
34.2891432,-85.1884863
34.2891404,-85.1884109
34.2891396,-85.1883377
34.28912518,-85.18818391
34.2891302,-85.1882631
34.2891234,-85.1881155
34.2890789,-85.188113
34.289028,-85.188115
34.28896963,-85.18811689
34.28887054,-85.18811253
34.28877708,-85.1881219
34.2886914,-85.1881231
34.2885952,-85.1881373
34.2884983,-85.1881391
34.28843944,-85.18812335
34.2884143,-85.1881012
34.2884109,-85.1880635
34.2884164,-85.1879984
34.2884227,-85.1882009
34.2884191,-85.1882631
34.2884258,-85.1883328
34.2884268,-85.1883975
34.2884312,-85.1884657
34.2884462,-85.1885379
34.2884479,-85.1887028
34.2883972,-85.1887484
34.2883776,-85.1888224
34.2883724,-85.1889076
34.2883497,-85.1890108
34.28834264,-85.18906431
34.28832501,-85.18906795
34.28832501,-85.18906795
34.288216,-85.189059
34.2881754,-85.1890563
34.2882703,-85.1890603
34.2881507,-85.1890473
34.28815076,-85.18898915
34.28815076,-85.18898915
34.28815263,-85.18894654
34.2881458,-85.1889075
34.2881399,-85.188882
34.28812957,-85.18884561
34.288105,-85.1888235
34.28807021,-85.18883333
34.2880416,-85.1888378
34.2879993,-85.1888344
34.2879596,-85.1888364
34.2879062,-85.1888444
34.2878588,-85.1888472
34.2878124,-85.1888654
34.2878123,-85.1889306
34.2878125,-85.1889875
34.2878142,-85.189048
34.2878193,-85.1891089
34.2878154,-85.1891661
34.2877997,-85.1891995
34.2877529,-85.1892292
34.28771046,-85.18921396
34.2876833,-85.1892309
34.2876626,-85.1892334
34.28763885,-85.18923831
34.2876148,-85.18926236
34.28762439,-85.18925665
34.2876034,-85.1893137
34.2875755,-85.1893654
34.28753919,-85.18939193
34.28752838,-85.18939804
34.28752155,-85.18939632
34.28752155,-85.18939632
34.2875172,-85.1894002
34.28751389,-85.18940058
34.28751389,-85.18940058
34.28750626,-85.18940293
34.28750626,-85.18940293
34.28750626,-85.18940293
34.28750448,-85.18941374
34.28749007,-85.18941707
34.28749007,-85.18941707
34.2874603,-85.1894619
34.2874384,-85.1895269
34.2873882,-85.1895708
34.2873343,-85.1895945
34.2872774,-85.189616
34.2872342,-85.1896155
34.2871796,-85.1896168
34.2871288,-85.1896319
34.2870792,-85.1896397
34.2869358,-85.1896937
34.28690828,-85.18971687
34.28690828,-85.18971687
34.2869114,-85.1897544
34.2869112,-85.1897871
34.2869183,-85.1898201
34.2869504,-85.1898402
34.2870073,-85.1899501
34.28701056,-85.18999496
34.28702051,-85.19003392
34.28701824,-85.19005301
34.2870035,-85.189133
34.2869736,-85.1890928
34.2870078,-85.18909
34.2870476,-85.18907
34.287112,-85.1890141
34.2870852,-85.1890494
34.2871352,-85.188982
34.2871598,-85.1889589
34.2871886,-85.1889213
34.2872243,-85.1888971
34.2872761,-85.1888928
34.2873144,-85.1888898
34.2873583,-85.1888873
34.2874474,-85.188889
34.2874436,-85.1887779
34.2874755,-85.1887546
34.2874978,-85.1887861
34.2875112,-85.1888077
34.28751171,-85.18884469
34.28751912,-85.18886049
34.28751912,-85.18886049
34.28750367,-85.1888887
34.28750367,-85.1888887
34.2874707,-85.1888876
34.2875225,-85.1889355
34.287528,-85.188981
34.2874011,-85.1888877
34.28745032,-85.18871561
34.28745032,-85.18871561
34.28746721,-85.18861016
34.2874573,-85.1886665
34.2874785,-85.1885498
34.2875218,-85.18851458
34.28753919,-85.18850439
34.287579,-85.1885008
34.28763747,-85.18851267
34.2877344,-85.1885025
34.2877979,-85.1885036
34.2878463,-85.1884981
34.2879352,-85.1884967
34.2879685,-85.1884927
34.28790363,-85.18849038
34.28798484,-85.18846168
34.28799524,-85.18844893
34.2880157,-85.1884889
34.2880985,-85.1883662
34.2881686,-85.188238
34.2882442,-85.1882367
34.2881881,-85.1881562
34.2882335,-85.1881616
34.2888381,-85.188528
34.2886242,-85.1884559
34.2885664,-85.1884588
34.2884963,-85.1884667
34.2883639,-85.1884747
34.28829446,-85.18846495
34.2881898,-85.1884671
34.28809127,-85.18848071
34.2880258,-85.1884356
34.2880602,-85.1884222
34.2878542,-85.1884516
34.28783143,-85.18840918
34.28781322,-85.18839828
34.2877708,-85.1883642
34.2877403,-85.1883224
34.2877428,-85.1881713
34.2876896,-85.1882784
34.28762915,-85.18819546
34.2875792,-85.1881819
34.2875344,-85.1881823
34.28749611,-85.1881905
34.2874392,-85.1881837
34.2873887,-85.1881879
34.28732627,-85.18819023
34.2872148,-85.1881818
34.2872736,-85.1881885
34.2871677,-85.1881838
34.2871249,-85.1881862
